Y,M,SOI,NOI,ONI,Nino3,Nino34,AO,NAO,PDO,PNA,AMO,WHWP,NAOJ
1996,11,-0.1,1.419,-0.45,24.45,26.29,0.136,-0.72,0.09,-0.44,-0.176,-1.63,-0.05
1996,12,1.5,-1.733,-0.49,24.22,25.95,-1.721,-1.4,-0.03,-1.53,-0.158,-0.14,-4.7
1997,1,0.8,-2.977,-0.5,24.77,26.01,-0.457,-1.08,0.23,0.16,-0.094,-0.17,-1.95
1997,2,2.9,6.571,-0.36,25.73,26.38,1.889,1.48,0.28,0.45,-0.038,-0.21,5.26
1997,3,-0.7,2.004,-0.1,26.86,27.04,1.091,1.13,0.65,-1.56,0.002,0.19,2.09
1997,4,-1,-0.95,0.28,27.47,27.98,0.324,-1.25,1.05,0.29,0.005,0.67,-0.97
1997,5,-2.2,-4.599,0.75,27.9,28.58,-0.961,-0.21,1.83,0.77,0.037,2.16,-1.35
1997,6,-2.3,-2.225,1.22,28.13,28.82,-0.815,-1.17,2.76,-0.25,0.006,3.77,-4.05
1997,7,-1.2,-0.972,1.6,27.9,28.86,-0.431,0.37,2.35,0.1,0.058,4.75,1.18
1997,8,-2.4,-3.765,1.9,27.71,28.75,0.121,0.94,2.79,-0.55,0.012,5.05,1.78
1997,9,-2.4,-4.213,2.14,27.74,28.85,0.195,0.74,2.19,0.22,0.106,6.13,-0.67
1997,10,-2.4,-1.741,2.33,28.06,29.08,-0.7,-1.34,1.61,-0.12,0.147,6.07,-2.26
1997,11,-2,-8.608,2.4,28.37,29.12,-0.661,-1.08,1.12,0.86,0.048,4.73,-0.99
1997,12,-1.6,-2.092,2.39,28.53,28.89,-0.071,-0.98,0.67,0.85,0.128,3.32,-0.2
1998,1,-4.4,-8.112,2.24,28.74,28.93,-2.081,-0.05,0.83,0.3,0.127,3.57,-0.28
1998,2,-3.4,NaN,1.93,28.9,28.78,-0.183,-0.57,1.56,0.89,0.289,4.93,2.44
1998,3,-4,-3.578,1.44,29.12,28.62,-0.254,0.51,2.01,0.69,0.319,5.43,1.24
1998,4,-2.4,-0.944,0.99,29.22,28.6,-0.038,-0.88,1.27,0.85,0.288,4.8,-0.39
1998,5,0.4,-2.547,0.45,28.64,28.51,0.429,-1.17,0.7,-1.87,0.381,4.46,-1.26
1998,6,1.6,1.351,-0.13,26.99,27.34,-0.711,-2.44,0.4,0.09,0.486,5.33,-0.85
1998,7,2,0.856,-0.78,25.42,26.3,-0.212,-0.45,-0.04,1.67,0.485,6.02,-0.57
1998,8,1.9,1.579,-1.12,24.45,25.57,0.65,-0.15,-0.22,-0.6,0.509,5.82,1.8
1998,9,1.7,-1.561,-1.31,23.95,25.46,-1.05,-1.8,-1.21,0.42,0.409,3.35,-3.48
1998,10,1.8,1.959,-1.35,23.99,25.25,0.294,0.2,-1.39,0.77,0.379,3.32,1.34
1998,11,1.7,0.938,-1.48,24.24,25.24,-1.449,-0.43,-0.52,0.7,0.314,1.56,1.13
1998,12,2.3,8.101,-1.57,24.13,24.91,1.353,0.72,-0.44,-0.39,0.276,-0.04,1.95
1999,1,3,4.302,-1.55,24.41,24.86,0.11,0.39,-0.32,-0.44,0.048,-0.17,0.9
1999,2,1.6,3.174,-1.3,25.52,25.43,0.482,-0.11,-0.66,-0.46,0.054,-0.23,1.8
1999,3,2.1,0.822,-1.07,26.68,26.33,-1.492,-0.16,-0.33,0.38,0.066,-0.24,-0.72
1999,4,2.3,4.186,-0.98,26.71,26.7,0.284,-1.18,-0.41,0.05,0.049,-0.5,0.43
1999,5,0.4,2.295,-1.02,26.45,26.79,0.226,0.9,-0.68,-0.05,0.159,-0.83,1.03
1999,6,0.4,0.057,-1.04,25.72,26.53,0.707,1.44,-1.3,0.43,0.177,0.71,1.39
1999,7,0.9,-0.469,-1.1,25.05,26.13,-0.002,-0.87,-0.66,-0.92,0.195,-0.08,-1.85
1999,8,0.6,-1.651,-1.11,24.28,25.63,-0.672,0.38,-0.96,1.95,0.304,3.09,-3.67
1999,9,-0.1,-1.651,-1.16,23.79,25.63,0.059,0.5,-1.53,0.33,0.182,1.45,-0.51
1999,10,1.6,0.012,-1.26,23.6,25.48,-0.006,0.73,-2.23,0.62,0.014,0.21,-0.69
1999,11,1.7,-2.029,-1.46,23.6,25.12,0.611,0.55,-2.05,0.45,-0.052,-0.08,0.3
1999,12,2.4,6.941,-1.65,23.68,24.86,1.043,1.4,-1.63,-0.09,0.012,-0.21,2.13
2000,1,1.1,0.929,-1.66,24,24.78,1.27,0.19,-2,-1.7,-0.087,-0.17,0.35
2000,2,2.7,-4.992,-1.41,25.27,25.21,1.076,1.48,-0.83,1.2,-0.041,-0.3,4.37
2000,3,2.2,3.324,-1.07,26.7,26.3,-0.451,0.4,0.29,0.95,0.101,-0.8,0.54
2000,4,2,-0.614,-0.81,27.41,26.95,-0.279,-0.18,0.35,-0.58,0.039,-0.04,-3.34
2000,5,0.6,-0.812,-0.71,26.88,27.07,0.969,1.52,-0.05,-0.16,0.102,-0.31,0.31
2000,6,-0.3,-1.944,-0.64,26.03,26.94,0.586,0.28,-0.44,-1.19,-0.021,-1.11,0.89
2000,7,-0.3,1.526,-0.55,25.18,26.63,-0.649,-1,-0.66,-2.55,0.069,-0.66,-2.99
2000,8,1.2,0.997,-0.51,24.64,26.37,0.144,-0.5,-1.19,-0.51,0.1,1.09,0.78
2000,9,1.4,-0.59,-0.55,24.59,26.2,0.395,-0.06,-1.24,-1.21,0.099,1.16,-1.1
2000,10,1.8,1.53,-0.63,24.48,26.02,0.317,1.51,-1.3,0.44,-0.043,0.96,1.37
2000,11,3,4.215,-0.75,24.4,25.92,-1.581,-1.1,-0.53,0.7,-0.056,0.65,-0.24
2000,12,1.3,1.911,-0.74,24.57,25.68,-2.354,-0.63,0.52,0.92,-0.13,0.03,-1.41
2001,1,1.6,1.31,-0.68,25.24,25.81,-0.959,-0.22,0.6,1.29,-0.13,-0.17,0.02
2001,2,2.8,2.013,-0.52,26.12,26.12,-0.622,0.07,0.29,-0.51,-0.03,-0.24,0.07
2001,3,1.5,0.853,-0.44,27.2,26.8,-1.687,-1.73,0.45,0.39,0.012,-0.44,-0.68
2001,4,0.3,2.209,-0.34,27.46,27.33,0.906,-0.15,-0.31,-0.7,-0.015,0.12,1.24
2001,5,-0.8,-0.607,-0.25,27.11,27.6,0.452,0.03,-0.3,-0.01,-0.012,-0.68,-0.09
2001,6,0.5,1.43,-0.12,26.34,27.54,-0.015,0.11,-0.47,-0.89,0.195,0.51,-1.33
2001,7,-0.3,0.528,-0.08,25.53,27.25,-0.031,-0.22,-1.31,-0.36,0.132,0.57,-1.12
2001,8,-0.7,-0.027,-0.13,24.9,26.8,0.52,-0.22,-0.77,-0.14,0.175,2.95,1.64
2001,9,0.3,-0.811,-0.19,24.31,26.52,-0.707,-0.49,-1.37,0.04,0.283,3.09,-3.83
2001,10,-0.1,0.734,-0.29,24.55,26.57,0.707,0.25,-1.37,-0.08,0.248,2.07,0.88
2001,11,1.1,-2.977,-0.35,24.42,26.33,0.819,0.53,-1.26,1.03,0.153,1.89,0.01
2001,12,-1.4,-0.805,-0.31,24.61,26.19,-1.322,-0.86,-0.93,0.26,0.211,-0.01,-2.25
2002,1,0.7,2.848,-0.15,25.17,26.39,1.381,0,0.27,-0.7,0.179,-0.13,2.31
2002,2,1.8,2.942,0.03,26.16,26.71,1.304,0.8,-0.64,-0.11,0.162,-0.14,3.01
2002,3,-0.4,1.664,0.09,27.35,27.29,0.902,0.32,-0.43,-1.56,0.142,0.06,0.09
2002,4,-0.1,0.226,0.2,27.58,27.84,0.748,1.14,-0.32,-2.4,0.024,0.81,0.91
2002,5,-1.4,-0.127,0.43,27.51,28.24,0.401,-0.15,-0.63,-0.56,-0.051,0.47,-0.05
2002,6,-0.4,0.495,0.65,27.19,28.44,0.573,0.69,-0.35,0.06,-0.12,-0.36,0.9
2002,7,-0.8,-1.938,0.79,26.19,28.03,0.328,0.65,-0.31,0.4,-0.068,0.71,-0.71
2002,8,-1.6,-0.31,0.86,25.63,27.72,-0.229,0.36,0.6,0.61,0.104,0.68,-0.61
2002,9,-1,-2.719,1.01,25.76,27.81,-0.043,-0.54,0.43,0.6,0.077,1.77,-3.58
2002,10,-0.6,-0.016,1.21,25.97,27.96,-1.488,-1.97,0.42,-0.55,0.108,3.03,-1.5
2002,11,-0.7,-1.922,1.31,26.4,28.17,-1.425,-0.32,1.51,1.46,0.016,1.15,-0.27
2002,12,-1.8,-5.861,1.14,26.44,27.97,-1.592,-0.96,2.1,1.28,0.002,0.01,-0.98
2003,1,-0.3,-2.517,0.92,26.23,27.15,-0.472,-0.32,2.09,1.01,0.047,-0.03,0.15
2003,2,-1.1,-0.073,0.63,26.84,27.39,0.128,0.26,1.75,0.68,-0.016,0.02,1.34
2003,3,-0.5,-0.57,0.38,27.39,27.65,0.933,-0.07,1.51,-0.36,0.11,1.21,1.08
2003,4,-0.2,-2.628,-0.04,27.14,27.68,-0.178,-0.34,1.18,-0.1,0.076,0.46,-1.74
2003,5,-0.5,-0.762,-0.26,26.29,27.32,1.017,0.06,0.89,-1.85,0.148,-0.09,1.17
2003,6,-1,-2.216,-0.16,26.03,27.44,-0.102,0.24,0.68,-0.53,0.202,1.43,-0.86
2003,7,0.5,0.286,0.08,25.92,27.5,0.075,0.16,0.96,0.73,0.273,1.99,0.09
2003,8,0.2,0.091,0.21,25.38,27.11,-0.28,-0.22,0.88,-0.31,0.412,4.58,-0.99
2003,9,-0.2,-1.554,0.26,25.05,26.99,0.467,0.16,0.01,0.59,0.449,3.74,0.35
2003,10,0,0.414,0.29,25.38,27.14,-0.67,-0.86,0.83,1.23,0.423,4.71,-3.68
2003,11,-0.5,-0.763,0.35,25.75,27.04,0.642,0.77,0.52,-1.65,0.22,2.91,0.31
2003,12,1.8,-1.635,0.35,26,27.03,0.265,0.5,0.33,0.56,0.221,0,-0.85
2004,1,-2.2,-0.554,0.37,26.08,26.81,-1.686,-0.85,0.43,-0.12,0.208,-0.14,0.2
2004,2,2,-0.219,0.31,26.7,26.98,-1.528,-0.6,0.48,1.12,0.206,-0.19,-1.23
2004,3,0.7,5.007,0.23,27.34,27.4,0.318,0.67,0.61,0,0.155,-0.34,1.07
2004,4,-1.5,0.078,0.17,27.52,27.89,-0.409,1.11,0.57,0.25,0.105,0.63,1.08
2004,5,1.7,1.529,0.17,26.8,28,-0.094,0.23,0.88,-1.46,0.003,0.31,-0.67
2004,6,-1.4,0.547,0.28,26.35,27.86,-0.236,-0.59,0.04,-0.28,0.174,1.14,-0.38
2004,7,-0.8,-1.063,0.47,25.78,27.78,-0.201,1.16,0.44,-0.33,0.225,2.18,-0.3
2004,8,-0.5,-0.766,0.64,25.36,27.62,-0.72,-0.74,0.85,1.52,0.314,4.44,-0.76
2004,9,-0.6,0.674,0.7,25.35,27.53,0.855,0.52,0.75,-0.11,0.238,3.67,2.51
2004,10,-0.1,-2.109,0.67,25.52,27.44,-0.515,-0.69,-0.11,-1.37,0.239,3.16,-2.18
2004,11,-1.1,4.444,0.66,25.73,27.36,0.678,0.63,-0.63,0.29,0.218,2.7,-0.55
2004,12,-1.3,0.037,0.69,25.91,27.34,1.23,1.03,-0.17,-0.04,0.184,0.07,1.27
2005,1,0.6,-2.242,0.64,25.98,27.21,0.356,1.26,0.44,-0.62,0.108,-0.06,1.82
2005,2,-5.2,-5.398,0.58,26.31,27.11,-1.271,-0.51,0.81,-0.11,0.123,-0.22,-2.25
2005,3,0.5,-0.002,0.45,27.14,27.73,-1.348,-2.32,1.36,0.56,0.281,0.36,-1.29
2005,4,-1,0.287,0.43,27.53,28.08,-0.046,-0.47,1.03,1,0.289,1.4,0.71
2005,5,-1.3,-2.468,0.29,27.41,28.24,-0.763,-1.11,1.86,1.62,0.29,3.11,-0.13
2005,6,0.7,1.027,0.11,26.68,27.77,-0.383,0.26,1.17,0.42,0.324,4.42,-1
2005,7,0.3,-0.195,-0.06,25.91,27.06,-0.03,-0.48,0.66,-0.02,0.444,5.84,-0.08
2005,8,-0.6,-0.757,-0.14,25.3,26.8,0.026,0.35,0.25,0.69,0.437,4.9,0.94
2005,9,0.6,3.341,-0.11,24.82,26.68,0.802,0.76,-0.46,1.32,0.416,4.4,0.5
2005,10,2,2.172,-0.29,24.64,26.65,0.03,-0.55,-1.32,1.16,0.235,2.45,-0.45
2005,11,-0.3,3.332,-0.57,23.97,26.11,0.228,-0.46,-1.5,-0.74,0.137,1.48,-1.01
2005,12,0,-1.886,-0.81,24,25.68,-2.104,-0.5,0.2,1.07,0.213,-0.25,-0.81
2006,1,2.7,4.121,-0.79,24.85,25.63,-0.17,0.97,1.03,-0.1,0.121,-0.17,-0.1
2006,2,0.2,2.257,-0.67,26.06,26.08,-0.156,-1.02,0.66,-0.44,0.072,-0.3,-1.24
2006,3,2.9,-0.108,-0.47,26.65,26.57,-1.604,-1.75,0.05,-0.56,0.057,-0.52,-1.12
2006,4,1.8,-0.886,-0.28,27.16,27.5,0.138,1.2,0.4,0.2,0.195,-0.07,0.57
2006,5,-0.8,-0.66,-0.05,27.17,27.85,0.156,-1.01,0.48,-1.03,0.305,0.45,-0.22
2006,6,-0.4,-0.154,0.04,26.61,27.73,1.071,1.15,1.04,-1.02,0.33,0.95,-0.41
2006,7,-1,-0.913,0.12,25.82,27.3,0.103,0.93,0.35,1.29,0.372,2.14,0.83
2006,8,-1.7,-0.472,0.27,25.51,27.16,-0.265,-2.35,-0.65,-1.45,0.398,4.29,-2.47
2006,9,-1,0.579,0.48,25.73,27.32,0.606,-1.43,-0.94,0.31,0.361,4.92,-1.02
2006,10,-2.1,-1.143,0.71,25.86,27.41,-1.029,-1.92,-0.05,-0.76,0.331,5.22,-1.97
2006,11,0.1,0.905,0.9,26.1,27.69,0.521,0.33,-0.22,-1.34,0.286,3.18,2
2006,12,-0.5,2.745,0.95,26.37,27.74,2.282,1.15,0.14,1.55,0.168,0.06,3.03
2007,1,-1.3,8.058,0.71,26.53,27.24,2.034,-0.25,0.01,0.27,0.168,-0.04,1.76
2007,2,-0.1,2.207,0.32,26.49,26.88,-1.307,-0.98,0.04,-0.42,0.214,0,0.42
2007,3,0.3,5.106,-0.03,26.8,27.1,1.182,1.11,-0.36,-0.12,0.124,-0.29,2.03
2007,4,-0.2,1.956,-0.23,26.95,27.5,0.544,0.04,0.16,0.97,0.156,0.45,-0.1
2007,5,-0.2,2.032,-0.29,26.37,27.46,0.894,0.66,-0.1,0.03,0.109,0.04,0.62
2007,6,0.9,NaN,-0.41,25.9,27.37,-0.555,-1.01,0.09,-0.3,0.085,0.19,-3.34
2007,7,-0.5,NaN,-0.54,24.85,26.71,-0.397,-0.55,0.78,1.65,0.126,1.63,-1.05
2007,8,0.7,NaN,-0.84,23.94,26.14,-0.034,-0.31,0.5,1.96,0.052,1.52,-3.41
2007,9,0.3,NaN,-1.13,23.63,25.61,0.179,0.85,-0.36,1.52,0.095,1.63,-1.18
2007,10,1.2,NaN,-1.4,23.55,25.32,0.383,1,-1.45,0.77,0.155,1.4,-0.02
2007,11,1.4,NaN,-1.54,23.48,25.17,-0.519,0.48,-1.08,0.65,0.173,0.47,-1.67
2007,12,2.7,NaN,-1.6,23.57,25.01,0.821,0.23,-0.58,-0.16,0.108,-0.16,1.36
2008,1,2.9,NaN,-1.59,24.19,24.86,0.819,0.53,-1,-1.06,0.027,-0.17,1.85
2008,2,4.4,NaN,-1.42,25.16,25.08,0.938,0.38,-0.77,0.37,0.126,-0.28,1.79
2008,3,2.4,NaN,-1.19,26.45,26.07,0.586,-0.32,-0.71,-0.61,0.156,-0.53,0.37
2008,4,1.1,NaN,-0.92,27.12,26.83,-0.455,-1.31,-1.52,-1.18,0.04,0.17,-2.02
2008,5,-0.1,NaN,-0.75,27,27.09,-1.205,-1.55,-1.37,1.25,0.169,-0.31,-3.26
2008,6,1,NaN,-0.54,26.46,27.04,-0.09,-1.09,-1.34,-1.76,0.253,-0.02,-1.62
2008,7,0.5,NaN,-0.35,26.08,26.99,-0.48,-1.24,-1.67,-0.51,0.203,0.99,-1.13
2008,8,1.7,NaN,-0.26,25.62,26.72,-0.08,-1.62,-1.7,0.89,0.172,3.42,-0.21
2008,9,2,NaN,-0.3,25.2,26.47,-0.327,1.14,-1.55,0.89,0.196,2.7,-2.07
2008,10,2.1,NaN,-0.41,25.07,26.37,1.676,0.47,-1.76,1.11,0.1,2.62,0.01
2008,11,2.2,NaN,-0.6,24.98,26.25,0.092,-0.47,-1.25,1.05,-0.002,1.84,-1.3
2008,12,2.4,NaN,-0.73,24.66,25.74,0.648,-0.35,-0.87,-1.71,0.016,-0.3,-0.58
2009,1,1.8,NaN,-0.8,25.15,25.66,0.8,-0.52,-1.4,0.13,-0.062,-0.17,0.6
2009,2,3.1,NaN,-0.69,25.84,25.96,-0.672,-0.38,-1.55,-1.57,-0.167,-0.3,-1.43
2009,3,0.7,NaN,-0.52,26.49,26.59,0.121,0.19,-1.59,-1.29,-0.163,-0.76,0.15
2009,4,1.3,NaN,-0.24,27.41,27.47,0.973,-0.36,-1.65,-0.04,-0.133,-0.11,1.74
2009,5,-0.2,NaN,0.09,27.54,27.99,1.194,1.61,-0.88,-0.43,-0.064,0.25,1.52
2009,6,0.2,NaN,0.35,27.18,28.04,-1.351,-0.91,-0.31,0.48,0.119,1.85,-3.05
2009,7,0.4,NaN,0.47,26.49,27.78,-1.356,-2.11,-0.53,0.72,0.225,3.8,-0.92
2009,8,-0.3,NaN,0.54,25.92,27.42,-0.054,-0.37,0.09,0.62,0.15,4.09,1.07
2009,9,0.5,NaN,0.65,25.69,27.4,0.875,1.62,0.52,1.03,0.054,3.77,-0.63
2009,10,-2,NaN,0.95,25.76,27.6,-1.54,-0.61,0.27,0.64,0.162,4.87,-1.53
2009,11,-1,NaN,1.31,26.18,28.16,0.459,-0.16,-0.4,0.19,0.066,3.17,1.68
2009,12,-1.2,NaN,1.57,26.55,28.34,-3.413,-1.88,0.08,0.04,0.08,0.79,-3.73
2010,1,-1.8,NaN,1.55,26.73,28.07,-2.587,-1.8,0.83,0.96,0.037,-0,-2.38
2010,2,-2.4,NaN,1.31,27.28,28.01,-4.266,-2.69,0.82,0.48,0.174,0.64,-3.92
2010,3,-1.1,NaN,0.94,27.76,28.18,-0.432,-1.33,0.44,1.68,0.284,1.85,-0.8
2010,4,2,NaN,0.44,27.85,28.2,-0.275,-0.93,0.78,1.26,0.423,4.04,-1.03
2010,5,1.5,NaN,-0.09,27.08,27.71,-0.919,-1.33,0.62,-0.73,0.457,6.14,-1.66
2010,6,0.6,NaN,-0.59,25.91,27.04,-0.013,-0.52,-0.22,-0.1,0.445,7.32,-3.65
2010,7,3,NaN,-1.03,24.79,26.22,0.435,-0.39,-1.05,0.89,0.447,5.94,0.06
2010,8,3,NaN,-1.38,23.97,25.47,-0.117,-1.69,-1.27,1.07,0.523,4.95,-2.01
2010,9,3.7,NaN,-1.61,23.61,25.12,-0.865,-0.62,-1.61,1.07,0.446,3.24,-2.38
2010,10,2.9,NaN,-1.7,23.5,25.03,-0.467,-0.5,-1.06,2.15,0.321,2.94,-2.41
2010,11,2.1,NaN,-1.69,23.59,25.06,-0.376,-1.84,-0.82,-0.81,0.233,2.27,-3.34
2010,12,4.8,NaN,-1.59,23.73,25,-2.631,-1.8,-1.21,-2.08,0.205,0.1,-4.61
2011,1,3.8,NaN,-1.37,24.4,25,-1.683,-1.53,-0.92,1,0.141,-0.17,-1.38
2011,2,4.5,NaN,-1.09,25.63,25.64,1.575,0.35,-0.83,-2.41,0.105,-0.28,2.79
2011,3,4.2,NaN,-0.83,26.47,26.36,1.424,0.24,-0.69,0.38,0.052,-0.85,-0.17
2011,4,3.1,NaN,-0.64,27.25,27.05,2.275,2.55,-0.42,-1.78,0.089,-0.75,2.39
2011,5,0.6,NaN,-0.47,26.96,27.41,-0.035,-0.01,-0.37,0.25,0.149,0,1.08
2011,6,0.4,NaN,-0.38,26.5,27.35,-0.858,-0.98,-0.69,0.35,0.175,2.13,-1.58
2011,7,1.6,NaN,-0.46,25.61,26.87,-0.472,-1.48,-1.86,-0.75,0.089,2.64,-3.39
2011,8,0.7,NaN,-0.65,24.73,26.21,-1.063,-1.85,-1.74,1.4,0.144,3.53,-2.41
2011,9,1.7,NaN,-0.89,24.29,25.92,0.665,0.67,-1.79,-0.39,0.141,1.42,2.97
2011,10,1.2,NaN,-1.06,23.92,25.67,0.8,0.94,-1.34,0.86,0.06,1.65,1.31
2011,11,1.8,NaN,-1.14,23.98,25.52,1.459,1.3,-2.33,-0.76,-0.074,1.67,0.74
2011,12,4.1,NaN,-1.03,24.31,25.54,2.221,2.25,-1.79,0.06,-0.048,-0.26,3.2
2012,1,1.8,NaN,-0.81,25.09,25.67,-0.22,0.86,-1.38,0.13,-0.068,-0.16,2.05
2012,2,0.8,NaN,-0.62,26.22,26.08,-0.036,0.03,-0.85,0.7,0.001,-0.14,1.28
2012,3,1.2,NaN,-0.5,27.02,26.67,1.037,0.93,-1.05,-0.19,0.023,-0.5,1.78
2012,4,-0.4,NaN,-0.38,27.56,27.32,-0.035,0.37,-0.27,-0.09,0.077,0.44,-2.36
2012,5,0.1,NaN,-0.18,27.34,27.61,0.168,-0.79,-1.26,-0.29,0.161,0.3,-0.83
2012,6,-0.7,NaN,0.05,27.05,27.75,-0.672,-2.25,-0.87,-0.42,0.297,1.77,-2.58
2012,7,-0.1,NaN,0.27,26.37,27.54,0.168,-1.29,-1.52,-0.57,0.372,2.88,-1.31
2012,8,-0.3,NaN,0.33,25.64,27.32,0.014,-1.39,-1.93,-0.2,0.428,4.44,-0.44
2012,9,0.4,NaN,0.31,25.24,27.1,0.772,-0.43,-2.21,-0.39,0.445,4.72,-1.44
2012,10,0.5,NaN,0.21,25,26.98,-1.514,-1.73,-0.79,-1.13,0.326,4.51,-3.21
2012,11,0.4,NaN,0.01,25.08,26.86,-0.111,-0.74,-0.59,-1.06,0.162,3.89,-1.11
2012,12,-1,NaN,-0.21,24.8,26.34,-1.749,0.07,-0.48,-1.31,0.138,0.17,0.6
2013,1,-0.1,NaN,-0.38,25,26.01,-0.61,-0.11,-0.13,0.05,0.125,-0.14,1.08
2013,2,-0.4,NaN,-0.33,25.84,26.24,-1.007,-0.96,-0.43,0.3,0.112,-0.1,-0.26
2013,3,2.5,NaN,-0.24,27.08,27.03,-3.185,-2.09,-0.63,-0.26,0.155,-0.6,-3.75
2013,4,0.4,NaN,-0.21,27.22,27.57,0.322,0.6,-0.16,-1.76,0.133,0.36,0.03
2013,5,1.3,NaN,-0.27,26.43,27.53,0.494,0.58,0.08,-0.24,0.098,-0.38,1.23
2013,6,2,NaN,-0.34,25.73,27.3,0.549,0.83,-0.78,-0.35,0.043,0.6,1.4
2013,7,1.3,NaN,-0.38,25.1,26.91,-0.011,0.7,-1.25,-0.71,0.187,0.34,2.52
2013,8,0.3,NaN,-0.35,24.47,26.47,0.154,1.12,-1.04,-0.06,0.191,3.73,2.16
2013,9,0.5,NaN,-0.31,24.58,26.54,-0.461,0.38,-0.48,0.41,0.252,3.87,-0.57
2013,10,-0.1,NaN,-0.23,24.79,26.52,0.263,-0.88,-0.87,-0.21,0.344,4.32,-0.36
2013,11,1.2,NaN,-0.22,24.9,26.56,2.029,0.81,-0.11,-1.14,0.125,2.14,0.04
2013,12,0.1,NaN,-0.27,25.09,26.43,1.475,0.79,-0.41,-1.16,0.033,0.09,3.54
2014,1,2.4,NaN,-0.37,25.23,26.05,-0.969,-0.17,0.3,0.59,-0.065,-0.04,0.71
2014,2,0.1,NaN,-0.36,25.62,26.14,0.044,1.07,0.38,-1.57,-0.046,0.09,2.32
2014,3,-1.5,NaN,-0.17,26.89,27,1.206,0.44,0.97,-0.5,-0.084,0.53,1.64
2014,4,1.3,NaN,0.13,27.64,27.9,0.972,0.19,1.13,0,-0.097,1.47,0.84
2014,5,0.9,NaN,0.3,27.64,28.25,0.464,-0.8,1.8,-0.59,-0.005,1.59,-0.08
2014,6,0.3,NaN,0.23,27.15,27.96,-0.507,-0.67,0.82,-1.44,0.059,1.92,-1.98
2014,7,-0.3,NaN,0.07,26.12,27.23,-0.489,0.21,0.7,0.5,0.218,3.78,0.91
2014,8,-1.2,NaN,0.03,25.3,26.82,-0.372,-2.28,0.67,1.35,0.332,4.64,-1.14
2014,9,-1.2,NaN,0.18,25.27,27.01,0.102,1.72,1.08,0.78,0.307,4.95,-2.1
2014,10,-1,NaN,0.44,25.56,27.16,-1.134,-0.87,1.49,1.14,0.289,4.81,0.31
2014,11,-1.5,NaN,0.59,25.88,27.46,-0.53,0.58,1.72,0.64,0.062,2.88,-2.17
2014,12,-0.9,NaN,0.66,25.91,27.31,0.413,1.63,2.51,0.37,0.055,0.17,1.89
2015,1,-1.4,NaN,0.6,26.01,27.05,1.092,1.57,2.45,0.14,-0.011,0.31,2.81
2015,2,0.4,NaN,0.56,26.46,27.17,1.043,1.05,2.3,0.49,-0.007,0.08,1.47
2015,3,-1.2,NaN,0.62,27.3,27.75,1.837,1.12,2,-0.52,-0.132,-0.16,1.99
2015,4,-0.1,NaN,0.79,28.21,28.52,1.216,0.64,1.44,-0.39,-0.075,2.3,1.03
2015,5,-1.2,NaN,1.02,28.2,28.85,0.763,0.19,1.2,-0.05,0.041,2.63,2.09
2015,6,-0.9,NaN,1.25,28.07,28.9,0.427,0.24,1.54,-0.07,0.026,4.96,0.28
2015,7,-1.9,NaN,1.54,27.66,28.75,-1.108,-3.14,1.84,0.29,0.129,5.65,-2.16
2015,8,-2.4,NaN,1.83,27.21,28.79,-0.689,-1.1,1.56,0.05,0.175,6.86,1.47
2015,9,-2.7,NaN,2.11,27.4,28.93,-0.165,-0.49,1.94,-0.8,0.297,8.8,-1.65
2015,10,-2.8,NaN,2.37,27.6,29.08,-0.25,0.99,1.47,2.12,0.321,9.14,-1.13
2015,11,-0.8,NaN,2.53,27.95,29.42,1.945,1.7,0.86,-0.2,0.183,7.35,3.54
2015,12,-0.9,NaN,2.64,28.07,29.26,1.444,1.99,1.01,0.47,0.226,4.99,4.22
2016,1,-3.6,NaN,2.53,28.25,29.11,-1.449,-0.37,1.53,1.94,0.228,3.96,1.17
2016,2,-3.2,NaN,2.23,28.38,29.01,-0.024,1.35,1.75,1.68,0.152,1.41,1.61
2016,3,-0.1,NaN,1.68,28.74,28.9,0.28,0.37,2.4,0.41,0.185,4.04,0.33
2016,4,-2,NaN,1.03,28.2,28.72,-1.051,0.26,2.62,0.6,0.174,2.53,-2.06
2016,5,0.7,NaN,0.48,27.23,28.23,-0.036,-0.67,2.35,-0.85,0.341,3.08,-0.83
2016,6,1.1,NaN,-0,26.48,27.69,0.313,-0.13,2.03,-0.64,0.406,5.47,-1.27
2016,7,0.7,NaN,-0.34,25.19,26.82,0.085,-1.72,1.25,0.53,0.428,6.38,2.19
2016,8,1.2,NaN,-0.57,24.59,26.28,0.472,-2.24,0.52,-0.91,0.453,5.45,2.14
2016,9,2,NaN,-0.68,24.64,26.14,0.781,0.74,0.45,0.11,0.454,4.28,2.45
2016,10,-0.4,NaN,-0.74,24.42,25.98,-1.917,0.96,0.56,1.53,0.377,5.94,-1.47
2016,11,-0.2,NaN,-0.71,24.48,25.94,-0.611,-0.31,1.88,1.44,0.387,3.65,-1.61
2016,12,0.5,NaN,-0.56,24.76,26.1,1.786,0.35,1.17,-0.65,0.332,1.05,2.1
2017,1,0.3,NaN,-0.29,25.58,26.12,0.942,0.05,0.77,-0.29,0.222,-0.03,0.17
2017,2,-0.1,NaN,-0.06,26.83,26.67,0.34,0.69,0.7,-0.05,0.223,0.43,1.38
2017,3,1.5,NaN,0.15,27.55,27.32,1.365,0.37,0.74,-0.03,0.164,0.63,1.05
